date,mean(¡ÆC),prep(mm),humidity(%),whole_price,retail_price
20170419,12.6,0,43.1,19000,3959
20170420,12.9,0.1,45.4,18000,3683
20170421,13.1,0,56.5,17000,3683
20170422,14.8,0,48.4,17000,3683
20170423,14.9,0,40,19000,3714
20170424,15.1,0,39.4,19000,3714
20170425,16,0,56.8,17000,3714
20170426,15.1,0,36,19000,3714
20170427,13.6,0,41.8,19000,3254
20170428,14.4,0,57.3,21000,3254
20170429,17.1,0,44.3,21000,3254
20170430,19.3,0,57.9,21000,3254
20170501,20.1,0,50.8,21000,3254
20170502,20.7,0,42,20000,3115
20170503,21.5,0,34.1,20000,3115
20170504,21,0,43.6,20000,3115
20170505,20.9,0,53.4,20000,3115
20170506,14.9,0,32,20000,3115
20170507,16.6,0,42.6,20000,3115
20170508,17.9,0,43.6,20000,3115
20170509,17.1,2.5,62.6,18000,3088
20170510,16.4,2.5,73,18000,3088
20170511,19.3,0,65.3,18000,2994
20170512,19.1,0,71.6,18000,2994
20170513,16.4,6,77.8,18000,2994
20170514,15.7,0,58.3,18000,2806
20170515,16,0,61.4,18000,2806
20170516,17.1,0,60.5,18000,2806
20170517,18.6,0,51.5,18000,2806
20170518,20.4,0,41.9,18000,3089
20170519,21.1,0,42.6,19000,3089
20170520,20.9,0,44,19000,3089
20170521,21.5,0,48.1,19000,3068
20170522,21.8,0,53.6,19000,3068
20170523,20,5,68,19000,3068
20170524,21.8,0.1,60.4,19000,3068
20170525,19.2,0,45.6,20000,3039
20170526,17.7,0,41.5,20000,3070
20170527,19.5,0,46.1,20000,3070
20170528,21.2,0,50.6,18000,3070
20170529,22.9,0,61.8,18000,3070
20170530,23.6,0,43.5,16000,3070
20170531,23.3,0,49.1,15000,3029
20170601,23.3,0,51.8,15000,2898
20170602,20.5,0,37.4,15000,2835
20170603,20.5,0,44,15000,2835
20170604,21.7,0,36.9,15000,2898
20170605,24.2,0,33.3,15000,2898
20170606,19.4,15.5,60,15000,2835
20170607,17.6,12.5,91.4,15000,2835
20170608,20.1,0,67.3,15000,2776
20170609,21.2,0.1,69.8,14000,2714
20170610,21.5,4.5,46.8,14000,2714
20170611,22.8,0,33.8,13000,2714
20170612,22.1,0,45.5,13000,2714
20170613,21.5,0,63,15000,2715
20170614,21.8,0,63,17000,2668
20170615,23.1,0,62.4,17000,2725
20170616,25.5,0,55.8,17000,2773
20170617,24.2,0,52.3,17000,2773
20170618,24.3,0,52,16000,2751
20170619,24.8,0,50.9,16000,2751
20170620,26,0,43.4,16000,2751
20170621,25.4,0,52.6,17000,2751
20170622,25.3,0,57.3,18000,2908
20170623,26.7,0,53,18000,2908
20170624,24.5,3.5,60.4,18000,2908
20170625,23.8,1.5,75.4,16000,2908
20170626,23.1,29,76.9,16000,2908
20170627,25.2,0,67.5,17000,2908
20170628,26,0,63.5,17000,2908
20170629,26.2,0,64.8,16000,2970
20170630,25.9,0,65.9,16000,2970
20170701,25.3,0.5,73.6,14000,2908
20170702,24.3,92,90.5,14000,2908
20170703,24.7,67.5,87.6,14000,2908
20170704,26.7,0.5,74.5,12000,2908
20170705,27.4,0,66.9,12000,2908
20170706,27.6,34,72.3,12000,2676
20170707,26.4,16.5,80.8,12000,2676
20170708,26,4.5,83.3,12000,2676
20170709,26.3,32.5,88,13000,2676
20170710,24,144.5,96.5,13000,2676
20170711,26,1,81.4,13000,2676
20170712,27.1,0,75.9,13000,2676
20170713,27.6,0,71,13000,2588
20170714,28.7,0,68.4,13000,2574
20170715,25,42.5,89,13000,2574
20170716,26.2,22.5,83.4,13000,2574
20170717,26.8,7.5,77.3,13000,2574
20170718,26.5,2.5,80.6,13000,2574
20170719,28.3,0,71.4,13000,2574
20170720,29.9,0,66.1,13000,2816
20170721,29.8,0,73.1,13000,2816
20170722,29.3,0.5,75.8,13000,2816
20170723,27,133.5,89.5,16000,2941
20170724,26.2,3,82.3,16000,2941
20170725,29.4,0,64.1,16000,2941
20170726,28.7,0,55.6,17000,2941
20170727,27.1,3.5,62.5,17000,3194
20170728,25.5,8.5,92.1,16000,3194
20170729,27.2,0,72.3,16000,3194
20170730,27.9,0,64.4,16000,3175
20170731,25.7,3.5,82.3,16000,3175
20170801,28.6,2,73,19000,3319
20170802,30,0,71.9,20000,3365
20170803,30.2,0,60.6,23000,3489
20170804,30.3,0,60.1,23000,3551
20170805,31.4,0,63,23000,3551
20170806,29.8,5,71.9,26000,3950
20170807,29.2,0,68.1,26000,3950
20170808,28.2,0,67.1,32000,3894
20170809,27.6,2.5,66.4,34000,4138
20170810,24.8,5.5,89.9,34000,4719
20170811,27,0.5,72.5,34000,4719
20170812,27.8,0,60.3,34000,4719
20170813,26.3,0,62.1,31000,4719
20170814,24.6,1.5,67.5,31000,4416
20170815,21.9,93.5,93.8,31000,4416
20170816,23.3,2,80.5,33000,4416
20170817,24.8,0.5,77.1,33000,4508
20170818,26.3,0,75.6,35000,4574
20170819,26.1,0,75.8,35000,4574
20170820,23.2,124.5,95.6,35000,4574
20170821,25.8,5,81.5,35000,4574
20170822,27.3,0,70.6,35000,4574
20170823,27.2,31.5,84.1,35000,4636
20170824,26.5,14,85.3,33000,4799
20170825,25.3,0,61.9,33000,4799
20170826,24.2,0,54.5,33000,4799
20170827,22.7,0,62,33000,4756
20170828,21.5,9,73.1,33000,4756
20170829,19.5,0,51.4,33000,4756
20170830,19.8,0,55.8,35000,4756
20170831,22.2,0,62.4,37000,4819
20170901,23.3,0,56,34000,4819
20170902,23.8,0,59,34000,4819
20170903,23.7,0,64,37000,4894
20170904,24.6,0,53.8,37000,4894
20170905,21.9,0,62.4,39000,4956
20170906,20.6,2,75.5,40000,5204
20170907,22.4,0,73.3,40000,5185
20170908,24.3,0,67.5,44000,5185
20170909,23.8,0,70.1,44000,5185
20170910,23,0.5,74.3,48000,5248
20170911,21.2,24,79.8,48000,5248
20170912,22.1,0,58.6,48000,5248
20170913,21.4,0,49.3,45000,5310
20170914,22.4,0,48.8,42000,5820
